"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"37690","3.06896552","0.0","22",,"0.3258427","1.0","","","","5","ALG12, alpha-1,6-mannosyltransferase","1.0","0.133","1.0","79087","false","Cytoplasm","ALG12","6.5","2","22","","2","0","0","0.7044335","true","0","ALG12","0","",,"0.8125","enzyme"
"37691","2.82758621","0.00862069","22","22","0.35365854","0.7","","","","5","zinc finger, BED-type containing 4","1.0","0.513","0.355","9889","false","Nucleus","ZBED4","5.4","5","22","","5","0","0","0.73891626","true","0","ZBED4","14","",,"0.49090909","other"
"37692","2.13793103","0.35554187","22","22","0.46774194","0.32142857","","","","4","bromodomain containing 1","1.0","-0.243","1.0","23774","false","Nucleus","BRD1","4.75","8","22","","8","0","0","0.83743842","true","0","BRD1","518","",,"0.26470588","other"
"37693","1.0","1.0","9",,"1.0","0.0","","","","1","Sec61 beta subunit","1.0","0.368","1.0","10952","false","Cytoplasm","SEC61B","1.0","2","9","","2","0","0","1.0","true","0","SEC61B","2","",,"0.0","transporter"
"21157","1.5","0.0","9",,"0.66666667","0.0","","","","2","ALG2, alpha-1,3/1,6-mannosyltransferase","1.0","0.11","1.0","85365","false","Cytoplasm","ALG2","2.0","1","9","","1","0","0","0.75","true","0","ALG2","0","",,"0.0","enzyme"
"21159","5.51554712","0.00711895","3",,"0.18130568","0.08333333","","","","14","ALG3, alpha-1,3- mannosyltransferase","6.82E-5","0.627","1.43E-5","10195","false","Cytoplasm","ALG3","10.88888889","2","3","","9","0","0","0.79474786","true","0","ALG3","1070664","",,"0.14553991","enzyme"
"23633","9.18347971","0.0","3",,"0.10889119","0.0","","","","18","endothelin converting enzyme 2","1.07E-33","1.137","7.98E-35","9718","false","Plasma Membrane","ECE2","4.0","1","3","","1","0","0","0.62802365","true","0","ECE2","0","",,"0.0","peptidase"
"37694","4.46428571","0.0","13",,"0.224","0.0","","","","7","ALG5, dolichyl-phosphate beta-glucosyltransferase","1.0","0.181","1.0","29880","false","Cytoplasm","ALG5","4.0","1","13","","1","0","0","0.50510204","true","0","ALG5","0","",,"0.0","enzyme"
"37695","3.5","0.07142857","13",,"0.28571429","0.5","","","","6","exosome component 8","1.0","-0.059","1.0","11340","false","Nucleus","EXOSC8","3.25","4","13","","4","0","0","0.64285714","true","0","EXOSC8","106","",,"0.5","enzyme"
"37696","2.35135135","0.19651003","",,"0.42528736","0.57142857","","","","5","chromosome 11 open reading frame 30","1.0","0.292","1.0","56946","false","Nucleus","C11orf30","9.5","8","","","8","0","0","0.80694981","true","0","C11orf30","1598","",,"0.39583333","other"
"24128","6.61571327","9.1239E-4","11",,"0.15115528","0.0","","","","16","GRB2-associated binding protein 2","1.0","-0.238","0.999","9846","false","Cytoplasm","GAB2","4.5","4","11","","2","0","0","0.74474031","true","0","GAB2","118214","",,"0.5","other"
"37697","3.51351351","0.00347334","11",,"0.28461538","0.85714286","","","","7","ubiquitin specific peptidase 35","1.0","0.198","1.0","57558","false","Extracellular Space","USP35","9.625","8","11","","8","0","0","0.64092664","true","0","USP35","50","",,"0.74038462","peptidase"
"37698","3.04807692","0.0","11",,"0.32807571","1.0","","","","7","ferredoxin-fold anticodon binding domain containing 1","1.0","0.144","1.0","91893","false","Other","FDXACB1","26.0","2","11","","2","0","0","0.7724359","true","0","FDXACB1","0","",,"0.74285714","other"
"22049","5.75528127","0.00659044","11",,"0.17375345","0.0","","","","16","ubiquitination factor E4A","1.0","-0.132","1.0","9354","false","Cytoplasm","UBE4A","6.14285714","23","11","","7","0","0","0.78385085","true","0","UBE4A","1060844","",,"0.14693878","other"
"37699","2.57692308","0.00451916","11",,"0.3880597","0.69230769","","","","6","translocase of inner mitochondrial membrane 8 homolog B (yeast)","1.0","0.264","1.0","26521","false","Cytoplasm","TIMM8B","18.23076923","13","11","","13","0","0","0.82478632","true","0","TIMM8B","588","",,"0.33760684","transporter"
"24774","6.65060527","0.0","",,"0.15036225","0.0","","","","16","signal recognition particle receptor (docking protein)","1.0","0.09","1.0","6734","false","Cytoplasm","SRPR","7.0","10","","","1","0","0","0.74315431","true","0","SRPR","0","",,"0.0","other"
"37700","2.33653846","0.05318931","11",,"0.42798354","0.48095238","","","","6","BUD13 homolog","1.0","-0.219","1.0","84811","false","Nucleus","BUD13","16.95238095","21","11","","21","0","0","0.85149573","true","0","BUD13","3538","",,"0.25613276","other"
"24505","2.76923077","0.0","11",,"0.36111111","1.0","","","","6","6-pyruvoyltetrahydropterin synthase","0.546","0.55","0.17","5805","false","Cytoplasm","PTS","23.0","7","11","","7","0","0","0.8034188","true","0","PTS","0","",,"0.53488372","enzyme"
"21805","6.01305483","0.00137706","11",,"0.16630482","0.0","","","","15","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G","1.0","-0.02","1.0","10632","false","Cytoplasm","ATP5L","4.0","22","11","","6","0","0","0.77213387","true","0","ATP5L","162776","",,"0.16666667","enzyme"
"37701","2.56730769","0.08576312","11",,"0.38951311","0.30409357","","","","7","etoposide induced 2.4","1.0","0.051","1.0","9538","false","Other","EI24","13.15789474","19","11","","19","0","0","0.8258547","true","0","EI24","5360","",,"0.21222411","other"
"22186","2.93269231","0.0","11","11","0.34098361","1.0","","","","7","chromosome 11 open reading frame 52","1.0","0.136","1.0","91894","false","Cytoplasm","C11orf52","22.28571429","7","11","","7","0","0","0.78525641","true","0","C11orf52","0","",,"0.54355401","other"
"37702","2.94230769","0.01923077","11",,"0.33986928","0.66666667","","","","7","protein phosphatase 2, regulatory subunit A, beta","3.75E-21","-0.932","3.98E-22","5519","false","Plasma Membrane","PPP2R1B","20.5","6","11","","6","0","0","0.78418803","true","0","PPP2R1B","1136","",,"0.50833333","phosphatase"
"37703","2.92307692","0.017321","11",,"0.34210526","0.36111111","","","","7","STT3A, subunit of the oligosaccharyltransferase complex (catalytic)","1.0","0.43","0.956","3703","false","Plasma Membrane","STT3A","10.77777778","9","11","","9","0","0","0.78632479","true","0","STT3A","924","",,"0.23950617","enzyme"
"22174","6.4464752","7.395E-5","11",,"0.15512353","0.0","","","","16","ring finger protein 214","1.0","-0.471","0.798","257160","false","Other","RNF214","14.5","20","11","","2","0","0","0.75243295","true","0","RNF214","16896","",,"0.51923077","other"
"37704","3.34722222","0.19661932","14",,"0.29875519","0.225","","","","7","zinc finger protein 410","1.0","0.243","1.0","57862","false","Nucleus","ZNF410","5.5625","16","14","","16","0","0","0.76527778","true","0","ZNF410","2712","",,"0.18965517","other"
"21169","7.10681225","0.0010596","14",,"0.14071006","0.0","","","","17","alkB homolog 1, histone H2A dioxygenase","1.0","0.117","1.0","8846","false","Cytoplasm","ALKBH1","3.0","3","14","","3","0","0","0.72241763","true","0","ALKBH1","113082","",,"0.33333333","enzyme"
"37705","4.70833333","0.0","14",,"0.21238938","0.0","","","","8","SRA stem-loop interacting RNA binding protein","1.0","0.445","0.931","81892","false","Cytoplasm","SLIRP","3.0","1","14","","1","0","0","0.62916667","true","0","SLIRP","0","",,"0.0","other"
"37706","2.48","0.015","7",,"0.40322581","0.33333333","","","","4","alkB homolog 4, lysine demthylase","1.0","0.082","1.0","54784","false","Cytoplasm","ALKBH4","6.0","3","7","","3","0","0","0.704","true","0","ALKBH4","18","",,"0.51515152","enzyme"
"37707","1.84","0.05027778","7",,"0.54347826","0.47619048","","","","3","pentatricopeptide repeat domain 1","1.0","0.313","1.0","26024","false","Cytoplasm","PTCD1","7.42857143","7","7","","7","0","0","0.832","true","0","PTCD1","96","",,"0.33766234","other"
"37708","1.8","0.20934921","7",,"0.55555556","0.28571429","","","","3","zinc finger and SCAN domain containing 25","1.0","-0.319","1.0","221785","false","Other","ZSCAN25","6.0","8","7","","8","0","0","0.84","true","0","ZSCAN25","254","",,"0.2797619","other"
"22537","5.89223831","6.1606E-4","7",,"0.16971479","0.28571429","","","","14","PRKR interacting protein 1 (IL11 inducible)","1.0","0.203","1.0","79706","false","Nucleus","PRKRIP1","20.375","3","7","","8","0","0","0.77762553","true","0","PRKRIP1","175162","",,"0.21184211","other"
"21173","4.84856397","0.01328121","17",,"0.20624663","0.09090909","","","","14","alkB homolog 5, RNA demethylase","1.0","-0.063","1.0","54890","false","Nucleus","ALKBH5","16.72727273","11","17","","11","0","0","0.82506527","true","0","ALKBH5","2085588","",,"0.10674487","enzyme"
"37709","3.0546875","3.2583E-4","17","17","0.32736573","0.91666667","","","","5","retinoic acid induced 1","1.0","0.413","0.979","10743","false","Cytoplasm","RAI1","12.77777778","9","17","","9","0","0","0.74316406","true","0","RAI1","48","",,"0.47325103","other"
"21179","5.05720389","0.01542606","17",,"0.19773773","0.06666667","","","","15","GID complex subunit 4 homolog","6.47E-5","-0.669","1.36E-5","79018","false","Nucleus","GID4","8.93333333","7","17","","15","0","0","0.81558164","true","0","GID4","2938754","",,"0.08431373","other"
"37710","3.0546875","4.9385E-4","17",,"0.32736573","0.94444444","","","","5","flightless I actin binding protein","1.0","-0.3","1.0","2314","false","Nucleus","FLII","12.88888889","9","17","","9","0","0","0.74316406","true","0","FLII","96","",,"0.47736626","other"
"37711","2.265625","0.32447099","17",,"0.44137931","0.28654971","","","","4","COP9 signalosome subunit 3","1.0","0.026","1.0","8533","false","Cytoplasm","COPS3","11.26315789","19","17","","19","0","0","0.84179688","true","0","COPS3","39602","",,"0.14473684","other"
"21844","7.47661999","0.0","17",,"0.13375028","0.0","","","","16","ATP synthase mitochondrial F1 complex assembly factor 2","1.0","0.185","1.0","91647","false","Cytoplasm","ATPAF2","6.0","13","17","","1","0","0","0.70560818","true","0","ATPAF2","0","",,"0.0","other"
"24738","6.78210301","0.0","17",,"0.14744689","0.0","","","","15","lethal giant larvae homolog 1 (Drosophila)","1.0","-0.32","1.0","3996","false","Cytoplasm","LLGL1","7.0","7","17","","1","0","0","0.73717714","true","0","LLGL1","0","",,"0.0","other"
"23574","5.90576786","0.0","17",,"0.16932599","0.0","","","","14","developmentally regulated GTP binding protein 2","1.0","-0.25","1.0","1819","false","Cytoplasm","DRG2","25.0","14","17","","1","0","0","0.77701055","true","0","DRG2","0","",,"0.0","other"
"37712","3.046875","2.9718E-4","17","17","0.32820513","0.91111111","","","","5","Smith-Magenis syndrome chromosome region, candidate 8","1.0","-0.212","1.0","140775","false","Nucleus","SMCR8","12.4","10","17","","10","0","0","0.74414063","true","0","SMCR8","50","",,"0.45925926","other"
"37713","3.03125","0.00124194","17",,"0.32989691","0.78787879","","","","5","mitochondrial elongation factor 2","1.0","-0.237","1.0","125170","false","Cytoplasm","MIEF2","11.25","12","17","","12","0","0","0.74609375","true","0","MIEF2","204","",,"0.41666667","other"
"37714","2.578125","0.09059067","17",,"0.38787879","0.52380952","","","","4","topoisomerase (DNA) III alpha","1.0","0.137","1.0","7156","false","Nucleus","TOP3A","10.66666667","15","17","","15","0","0","0.80273438","true","0","TOP3A","14878","",,"0.23703704","enzyme"
"37715","1.375","0.26190476","19",,"0.72727273","0.5","","","","2","caseinolytic mitochondrial matrix peptidase proteolytic subunit","1.0","0.354","1.0","8192","false","Cytoplasm","CLPP","4.0","5","19","","5","0","0","0.875","true","0","CLPP","20","",,"0.54285714","peptidase"
"21184","6.67054356","1.8437E-4","19",,"0.14991282","0.0","","","","15","alkB homolog 7","1.0","0.014","1.0","84266","false","Cytoplasm","ALKBH7","2.66666667","1","19","","3","0","0","0.74224802","true","0","ALKBH7","29146","",,"0.33333333","other"
"37716","3.20192308","0.0","11",,"0.31231231","1.0","","","","6","alkB homolog 8, tRNA methyltransferase","1.0","-0.082","1.0","91801","false","Cytoplasm","ALKBH8","15.0","2","11","","2","0","0","0.75534188","true","0","ALKBH8","0","",,"0.65217391","enzyme"
"37717","2.75","0.00325526","11",,"0.36363636","0.71428571","","","","6","CWF19-like 2, cell cycle control (S. pombe)","1.0","-0.286","1.0","143884","false","Other","CWF19L2","19.14285714","7","11","","7","0","0","0.80555556","true","0","CWF19L2","270","",,"0.41614907","other"
"37718","1.0","0.0","",,"1.0","0.0","","","","1","Alstrom syndrome 1 pseudogene","1.0","0.148","1.0","200420","false","Other","ALMS1P","1.0","1","","","1","0","0","1.0","true","0","ALMS1P","0","",,"0.0","other"
"37719","1.0","0.0","2",,"1.0","0.0","","","","1","N-acetyltransferase 8 (GCN5-related, putative)","1.0","-0.118","0.999","9027","false","Nucleus","NAT8","1.0","1","2","","1","0","0","1.0","true","0","NAT8","0","",,"0.0","transcription regulator"
"21190","5.98575837","0.00302897","17",,"0.16706321","0.1","","","","14","Aly/REF export factor","0.0233","0.572","0.00602","10189","false","Nucleus","ALYREF","18.0","12","17","","5","0","0","0.77337462","true","0","ALYREF","590794","",,"0.25588235","transcription regulator"
"25269","5.97270354","5.64E-6","17",,"0.16742837","0.0","","","","15","solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10","1.0","0.373","1.0","1468","false","Cytoplasm","SLC25A10","19.0","15","17","","2","0","0","0.77396802","true","0","SLC25A10","3296","",,"0.54545455","transporter"
"37720","3.01265823","0.02221248","17",,"0.33193277","0.56617647","","","","6","alveolar soft part sarcoma chromosome region, candidate 1","1.0","0.393","0.999","79058","false","Cytoplasm","ASPSCR1","14.88235294","17","17","","17","0","0","0.74841772","true","0","ASPSCR1","1186","",,"0.41339869","other"
"24967","3.55696203","0.00372011","17",,"0.28113879","0.65934066","","","","7","stimulated by retinoic acid 13","0.705","0.527","0.225","201254","false","Nucleus","STRA13","15.28571429","14","17","","14","0","0","0.68037975","true","0","STRA13","134","",,"0.44957983","other"
"37721","2.96202532","0.01609367","17",,"0.33760684","0.54285714","","","","6","hepatocyte growth factor-regulated tyrosine kinase substrate","1.0","0.217","1.0","9146","false","Cytoplasm","HGS","14.19047619","21","17","","21","0","0","0.75474684","true","0","HGS","1326","",,"0.39417989","other"
"37722","3.56962025","0.00171657","17",,"0.28014184","0.72380952","","","","7","oxidoreductase-like domain containing 1","1.0","0.266","1.0","339229","false","Cytoplasm","OXLD1","15.93333333","15","17","","15","0","0","0.67879747","true","0","OXLD1","76","",,"0.49791667","other"
"37723","2.82278481","0.09862027","17",,"0.35426009","0.4045584","","","","6","G protein pathway suppressor 1","1.0","0.222","1.0","2873","false","Other","GPS1","12.48148148","27","17","","27","0","0","0.7721519","true","0","GPS1","6202","",,"0.31908832","other"
"37724","2.89873418","0.04861747","17",,"0.34497817","0.53809524","","","","6","dihydrouridine synthase 1-like","1.0","0.273","1.0","64118","false","Other","DUS1L","14.33333333","21","17","","21","0","0","0.76265823","true","0","DUS1L","3462","",,"0.35833333","other"
"24651","7.08473772","6.7129E-4","17",,"0.14114849","0.0","","","","16","NPL4 homolog, ubiquitin recognition factor","1.0","0.184","1.0","55666","false","Nucleus","NPLOC4","3.66666667","22","17","","3","0","0","0.72342101","true","0","NPLOC4","80264","",,"0.33333333","other"
"21214","6.71160693","4.1796E-4","17",,"0.14899561","0.0","","","","16","anaphase promoting complex subunit 11","7.11E-5","0.646","1.49E-5","51529","false","Cytoplasm","ANAPC11","6.5","19","17","","2","0","0","0.7403815","true","0","ANAPC11","37438","",,"0.5","enzyme"
"23200","5.79776881","6.5128E-4","17",,"0.17248014","0.3","","","","13","sirtuin 7","1.0","0.475","0.754","51547","false","Nucleus","SIRT7","9.6","21","17","","5","0","0","0.7819196","true","0","SIRT7","62536","",,"0.27878788","enzyme"
"37725","3.0","0.01927805","17",,"0.33333333","0.65359477","","","","6","mitochondrial ribosomal protein L12","0.394","0.533","0.12","6182","false","Cytoplasm","MRPL12","15.61111111","18","17","","18","0","0","0.75","true","0","MRPL12","2192","",,"0.43364198","other"
"22549","5.72774745","6.0741E-4","17",,"0.1745887","0.38095238","","","","14","coiled-coil domain containing 137","1.0","0.327","1.0","339230","false","Nucleus","CCDC137","31.71428571","12","17","","7","0","0","0.78510239","true","0","CCDC137","156672","",,"0.30952381","other"
"37726","1.26315789","0.12208024","11",,"0.79166667","0.53846154","","","","2","autophagy/beclin-1 regulator 1","1.0","0.357","1.0","55626","false","Cytoplasm","AMBRA1","9.64285714","14","11","","14","0","0","0.9122807","true","0","AMBRA1","186","",,"0.5075188","other"
"22828","6.7051982","0.0","11",,"0.14913802","0.0","","","","16","CUGBP, Elav-like family member 1","1.0","0.273","1.0","10658","false","Cytoplasm","CELF1","14.0","11","11","","1","0","0","0.74067281","true","0","CELF1","0","",,"0.0","translation regulator"
"25295","2.10526316","0.0","11",,"0.475","1.0","","","","3","PHD finger protein 21A","1.0","0.204","1.0","51317","false","Nucleus","PHF21A","14.0","2","11","","2","0","0","0.63157895","true","0","PHF21A","0","",,"0.93333333","other"
"20723","6.4488488","6.0784E-4","11",,"0.15506644","0.0","","","","15","peroxisomal biogenesis factor 16","1.0","0.024","1.0","9409","false","Cytoplasm","PEX16","3.75","4","11","","4","0","0","0.75232505","true","0","PEX16","97532","",,"0.275","other"
"37727","2.05263158","0.0","11","11","0.48717949","1.0","","","","3","Rho GTPase activating protein 1","1.0","0.054","1.0","392","false","Cytoplasm","ARHGAP1","12.33333333","3","11","","3","0","0","0.64912281","true","0","ARHGAP1","0","",,"0.82222222","other"
"21837","5.54806551","5.2071E-4","11",,"0.18024301","0.3","","","","15","NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)","1.0","0.203","1.0","4722","false","Cytoplasm","NDUFS3","13.4","13","11","","5","0","0","0.79326975","true","0","NDUFS3","81038","",,"0.24444444","enzyme"
"21396","9.30785663","0.0","11",,"0.10743612","0.0","","","","17","apoptosis inhibitor 5","1.0","0.251","1.0","8539","false","Cytoplasm","API5","2.0","9","11","","1","0","0","0.62237015","true","0","API5","0","",,"0.0","other"
"22401","6.1125089","0.00639685","11",,"0.16359894","0.08888889","","","","14","mitochondrial carrier 2","0.304","0.544","0.0906","23788","false","Cytoplasm","MTCH2","6.2","13","11","","10","0","0","0.76761323","true","0","MTCH2","1078770","",,"0.12954545","other"
"24286","1.31578947","0.03611436","11",,"0.76","0.70512821","","","","2","kelch repeat and BTB (POZ) domain containing 4","1.0","0.062","1.0","55709","false","Other","KBTBD4","10.84615385","13","11","","13","0","0","0.89473684","true","0","KBTBD4","74","",,"0.5708502","other"
"37728","1.31578947","0.03299192","11",,"0.76","0.71794872","","","","2","protein tyrosine phosphatase, mitochondrial 1","1.0","0.116","1.0","114971","false","Cytoplasm","PTPMT1","10.92307692","13","11","","13","0","0","0.89473684","true","0","PTPMT1","86","",,"0.57489879","phosphatase"
"37729","1.84210526","0.0","11",,"0.54285714","1.0","","","","3","harbinger transposase derived 1","0.707","0.527","0.226","283254","false","Cytoplasm","HARBI1","13.5","4","11","","4","0","0","0.71929825","true","0","HARBI1","0","",,"0.75","other"
"22947","7.51673392","0.0","11",,"0.1330365","0.0","","","","17","cytoskeleton associated protein 5","4.23E-38","1.029","2.85E-39","9793","false","Nucleus","CKAP5","2.0","13","11","","1","0","0","0.70378482","true","0","CKAP5","0","",,"0.0","transcription regulator"
"37730","1.52631579","0.0304173","11",,"0.65517241","0.69444444","","","","2","zinc finger protein 408","1.0","0.208","1.0","79797","false","Nucleus","ZNF408","11.22222222","9","11","","9","0","0","0.8245614","true","0","ZNF408","62","",,"0.59064327","other"
"21456","8.14929979","0.0","11",,"0.12270993","0.0","","","","16","ADP-ribosylation factor GTPase activating protein 2","1.0","-0.007","1.0","84364","false","Nucleus","ARFGAP2","4.0","14","11","","1","0","0","0.67503183","true","0","ARFGAP2","0","",,"0.0","other"
"37731","1.26315789","0.14183274","11",,"0.79166667","0.52747253","","","","2","autophagy related 13","1.0","0.041","1.0","9776","false","Cytoplasm","ATG13","9.5","14","11","","14","0","0","0.9122807","true","0","ATG13","190","",,"0.5","other"
"37732","3.36363636","0.0","6",,"0.2972973","0.0","","","","4","adenosylmethionine decarboxylase 1","1.0","-0.167","1.0","262","false","Cytoplasm","AMD1","3.0","1","6","","1","0","0","0.40909091","true","0","AMD1","0","",,"0.0","enzyme"
"37733","2.40909091","0.09090909","6",,"0.41509434","0.33333333","","","alvocidib","3","cyclin-dependent kinase 19","1.0","0.404","0.968","23097","false","Nucleus","CDK19","4.33333333","3","6","","3","0","0","0.64772727","true","0","CDK19","56","",,"0.44444444","kinase"
"21196","1.0","0.0","16",,"1.0","0.0","","","","1","amidohydrolase domain containing 2","1.0","0.075","1.0","51005","false","Nucleus","AMDHD2","1.0","1","16","","1","0","0","1.0","true","0","AMDHD2","0","",,"0.0","enzyme"
"21197","1.0","0.0","16",,"1.0","0.0","","","","1","cementum protein 1","1.0","-0.005","1.0","752014","false","Other","CEMP1","1.0","1","16","","1","0","0","1.0","true","0","CEMP1","0","",,"0.0","other"
"37734","2.22222222","0.0","16",,"0.45","0.0","","","","3","autocrine motility factor receptor, E3 ubiquitin protein ligase","1.0","0.326","0.999","267","false","Plasma Membrane","AMFR","6.0","1","16","","1","0","0","0.59259259","true","0","AMFR","0","",,"0.0","transmembrane receptor"
"21899","5.86138144","0.0011979","16",,"0.17060824","0.16666667","","","","13","2-oxoglutarate and iron-dependent oxygenase domain containing 1","1.0","0.23","1.0","55239","false","Other","OGFOD1","8.5","6","16","","4","0","0","0.77902812","true","0","OGFOD1","142190","",,"0.26666667","other"
"21198","7.98504629","4.7472E-4","12","12","0.12523409","0.0","","","","17","adhesion molecule with Ig-like domain 2","1.23E-6","-0.882","2.32E-7","347902","false","Plasma Membrane","AMIGO2","1.5","1","12","","2","0","0","0.6824979","true","0","AMIGO2","71522","",,"0.5","other"
"21199","6.98575837","9.4922E-4","12",,"0.14314838","0.0","","","","16","PC-esterase domain containing 1B","1.0","0.523","0.382","91523","false","Other","PCED1B","2.0","1","12","","2","0","0","0.72792007","true","0","PCED1B","143040","",,"0.5","other"
"20748","5.75409447","7.54E-6","2",,"0.17378929","0.66666667","","","","15","AMMECR1-like","1.0","-0.13","1.0","83607","false","Other","AMMECR1L","37.33333333","3","2","","3","0","0","0.7839048","true","0","AMMECR1L","2034","",,"0.41947566","other"
"24248","8.63232851","0.0","2",,"0.1158436","0.0","","","","17","IWS1 homolog (S. cerevisiae)","1.0","0.263","1.0","55677","false","Nucleus","IWS1","6.0","1","2","","1","0","0","0.65307598","true","0","IWS1","0","",,"0.0","enzyme"
"37735","1.33333333","0.0","2",,"0.75","1.0","","","","2","WD repeat domain 33","1.0","0.199","1.0","55339","false","Nucleus","WDR33","2.5","2","2","","2","0","0","0.83333333","true","0","WDR33","0","",,"0.83333333","other"
"25350","6.2316639","0.0","2",,"0.16047079","0.0","","","","16","polymerase (RNA) II (DNA directed) polypeptide D","1.0","0.295","1.0","5433","false","Nucleus","POLR2D","10.0","2","2","","1","0","0","0.7621971","true","0","POLR2D","0","",,"0.0","enzyme"
"37736","1.33333333","0.0","1",,"0.75","1.0","","","","2","",,,,,"false","","AMY1A","2.5","2","1","","2","0","0","0.83333333","true","0","AMY1A","0","",,"0.83333333",""
"37737","1.0","0.66666667","1",,"1.0","0.33333333","","","ascorbic acid, acarbose","1","amylase, alpha 2B (pancreatic)","6.11E-26","-1.082","5.59E-27","280","false","Extracellular Space","AMY2B","1.66666667","3","1","","3","0","0","1.0","true","0","AMY2B","4","",,"0.66666667","enzyme"
"37738","1.33333333","0.0","1",,"0.75","1.0","","","ascorbic acid, acarbose","2","amylase, alpha 2A (pancreatic)","4.32E-4","-0.916","9.6E-5","279","false","Extracellular Space","AMY2A","2.5","2","1","","2","0","0","0.83333333","true","0","AMY2A","0","",,"0.83333333","enzyme"
"37739","1.66666667","0.0","1",,"0.6","0.0","","","","2","RNA-binding region (RNP1, RRM) containing 3","0.0101","-0.599","0.0025","55599","false","Nucleus","RNPC3","3.0","1","1","","1","0","0","0.66666667","true","0","RNPC3","0","",,"0.0","other"
"21205","5.51056254","0.00272565","17",,"0.18146968","0.07142857","","","","15","archaelysin family metallopeptidase 2","1.0","0.36","1.0","51321","false","Other","AMZ2","8.75","4","17","","8","0","0","0.79497443","true","0","AMZ2","372684","",,"0.15","other"
"22756","5.66223594","0.00181357","17",,"0.17660868","0.0","","","","15","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12","3.21E-12","0.766","4.69E-13","5718","false","Cytoplasm","PSMD12","18.0","5","17","","3","0","0","0.78808018","true","0","PSMD12","272182","","1","0.35416667","other"
"22202","5.75219559","0.00218102","17","17","0.17384666","0.28571429","","","","15","karyopherin alpha 2 (RAG cohort 1, importin alpha 1)","2.21E-125","1.616","3.22E-127","3838","false","Nucleus","KPNA2","14.28571429","4","17","","7","0","0","0.78399111","true","0","KPNA2","381956","",,"0.20289855","transporter"
"37740","1.0","0.06666667","17",,"1.0","0.8","","","","1","bromodomain PHD finger transcription factor","1.0","0.161","1.0","2186","false","Nucleus","BPTF","4.2","5","17","","5","0","0","1.0","true","0","BPTF","4","","1","0.84","transcription regulator"
"24937","7.52148113","6.9049E-4","17",,"0.13295254","0.0","","","","17","nucleolar protein 11","0.321","0.548","0.0962","25926","false","Nucleus","NOL11","5.5","5","17","","2","0","0","0.70356904","true","0","NOL11","71112","",,"0.5","other"
"37741","3.16455696","0.00177921","17",,"0.316","0.76190476","","","","6","casein kinase 1, delta","1.0","0.215","1.0","1453","false","Cytoplasm","CSNK1D","17.0","7","17","","7","0","0","0.72943038","true","0","CSNK1D","94","",,"0.5","kinase"
"20560","9.13909328","0.0","17",,"0.10942005","0.0","","","","19","dicarbonyl/L-xylulose reductase","1.0","0.149","1.0","51181","false","Cytoplasm","DCXR","4.0","8","17","","1","0","0","0.63004121","true","0","DCXR","0","",,"0.0","enzyme"
"22232","6.18300498","0.0","",,"0.16173366","0.0","","","","14","",,,,,"false","","C17orf70","40.0","12","","","1","0","0","0.76440886","true","0","C17orf70","0","",,"0.0",""
"37742","2.46835443","0.38542974","17",,"0.40512821","0.39766082","","","","5","forkhead box K2","2.83E-7","0.712","5.14E-8","3607","false","Nucleus","FOXK2","13.0","19","17","","19","0","0","0.8164557","true","0","FOXK2","14852","","1","0.31578947","transcription regulator"
"37743","3.06329114","0.00911437","17",,"0.32644628","0.76363636","","","","6","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","1.0","-0.1","1.0","5986","false","Cytoplasm","RFNG","17.72727273","11","17","","11","0","0","0.74208861","true","0","RFNG","674","",,"0.46650718","enzyme"
"37744","3.7721519","0.0","17","17","0.26510067","1.0","","","","7","coiled-coil domain containing 57","1.0","0.184","1.0","284001","false","Other","CCDC57","22.33333333","3","17","","3","0","0","0.65348101","true","0","CCDC57","0","",,"0.79761905","other"
"37745","3.94936709","0.0","17",,"0.25320513","0.0","","","","7","chromosome 17 open reading frame 89","1.0","0.019","1.0","284184","false","Cytoplasm","C17orf89","19.0","1","17","","1","0","0","0.63132911","true","0","C17orf89","0","",,"0.0","other"
"37746","3.81081081","0.0","11",,"0.26241135","1.0","","","","6","anaphase promoting complex subunit 15","1.0","0.02","1.0","25906","false","Other","ANAPC15","6.0","2","11","","2","0","0","0.5984556","true","0","ANAPC15","0","",,"0.85714286","other"
"37747","2.86486486","0.32082082","11",,"0.3490566","0.42857143","","","","5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1","1.0","0.095","1.0","55004","false","Plasma Membrane","LAMTOR1","5.14285714","7","11","","7","0","0","0.73359073","true","0","LAMTOR1","1498","",,"0.29411765","other"
